filepath,inferred_plane,gemini_blocked
archive_v2/Testing\glioma\Te-gl_199.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_2.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_20.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_200.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_201.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_202.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_203.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_204.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_205.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_206.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_207.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_208.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_209.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_21.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_210.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_211.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_212.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_213.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_214.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_215.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_216.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_217.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_218.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_219.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_22.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_220.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_221.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_222.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_223.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_224.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_225.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_226.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_227.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_228.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_229.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_23.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_230.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_231.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_232.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_233.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_234.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_235.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_236.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_237.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_238.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_239.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_24.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_240.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_241.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_242.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_243.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_244.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_245.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_246.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_247.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_248.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_249.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_25.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_250.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_251.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_252.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_253.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_254.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_255.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_256.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_257.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_258.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_259.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_26.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_260.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_261.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_262.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_263.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_264.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_265.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_266.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_267.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_268.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_269.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_27.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_270.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_271.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_272.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_273.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_274.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_275.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_276.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_277.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_278.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_279.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_28.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_280.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_281.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_282.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_283.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_284.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_285.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_286.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_287.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_288.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_289.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_29.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_290.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_291.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_292.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_293.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_294.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_295.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_296.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_297.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_298.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_299.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_3.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_30.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_300.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_301.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_302.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_303.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_304.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_305.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_306.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_307.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_308.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_309.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_31.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_310.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_311.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_312.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_313.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_314.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_315.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_316.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_317.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_318.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_319.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_32.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_320.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_321.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_322.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_323.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_324.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_325.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_326.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_327.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_328.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_329.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_33.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_330.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_331.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_332.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_333.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_334.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_335.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_336.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_337.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_338.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_339.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_34.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_340.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_341.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_342.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_343.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_344.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_345.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_346.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_347.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_348.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_349.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_35.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_350.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_351.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_352.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_353.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_354.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_355.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_356.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_357.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_358.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_359.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_36.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_360.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_361.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_362.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_363.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_364.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_365.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_366.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_367.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_368.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_369.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_37.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_370.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_371.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_372.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_373.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_374.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_375.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_376.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_377.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_378.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_379.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_38.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_380.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_381.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_382.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_383.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_384.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_385.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_386.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_387.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_388.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_389.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_39.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_390.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_391.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_392.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_393.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_394.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_395.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_396.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_397.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_398.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_399.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_4.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_40.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_400.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_41.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_42.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_43.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_44.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_45.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_46.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_47.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_48.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_49.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_5.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_50.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_51.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_52.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_53.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_54.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_55.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_56.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_57.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_58.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_59.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_6.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_60.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_61.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_62.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_63.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_64.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_65.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_66.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_67.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_68.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_69.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_7.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_70.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_71.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_72.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_73.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_74.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_75.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_76.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_77.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_78.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_79.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_8.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_80.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_81.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_82.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_83.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_84.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_85.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_86.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_87.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_88.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_89.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_9.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_90.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_91.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_92.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_93.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_94.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_95.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_96.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_97.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_98.jpg,axial,False
archive_v2/Testing\glioma\Te-gl_99.jpg,axial,False
archive_v2/Testing\meningioma\meningioma_TT_0004.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0014.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0015.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0021.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0022.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0025.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0028.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0030.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0031.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0032.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0033.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0036.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0038.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0043.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0046.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0050.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0055.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0061.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0062.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0069.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0072.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0085.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0087.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0092.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0108.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0113.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0114.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0115.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0125.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0126.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0129.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0139.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0141.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0152.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0158.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0161.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0163.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0167.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0173.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0176.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0177.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0190.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0193.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0199.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0203.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0214.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0247.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0249.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0251.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0252.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0259.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0262.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0273.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0277.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0279.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0285.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0286.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0289.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0297.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0299.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0301.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0303.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0310.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0311.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0312.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0316.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0317.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0320.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0328.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0331.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0333.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0340.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0341.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0344.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0361.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0367.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0376.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0378.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0384.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0390.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0396.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0400.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0401.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0406.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0413.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0420.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0428.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0438.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0441.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0444.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0445.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0449.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0452.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0463.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0471.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0473.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0475.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0477.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0478.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0479.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0480.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0484.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0485.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0486.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0497.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0501.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0504.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0506.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0508.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0512.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0513.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0520.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0537.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0538.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0544.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0546.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0548.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0554.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0556.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0560.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0565.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0574.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0576.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0582.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0585.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0591.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0595.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0599.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0628.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0632.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0633.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0634.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0636.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0647.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0650.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0662.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0664.jpg,unknown,True
archive_v2/Testing\meningioma\meningioma_TT_0669.jpg,unknown,True
